loan_id,owner_id,owner_type,kredi_turu,tutar_tl,vade_ay,aylik_faiz_yuzde,baslangic_tarihi,durum,temerrut_flag
L000296,C00226,customer,Konut Kredisi,75488.75,6,3.4,2019-04-21,Kapalı,False
L000297,C00228,customer,İşletme Kredisi,5430.63,84,4.54,2023-11-12,Aktif,False
L000298,C00229,customer,Kredi Kartı,54530.79,24,3.38,2022-01-01,Kapalı,False
L000299,C00230,customer,Konut Kredisi,16538.04,6,3.15,2022-08-31,Kapalı,False
L000300,C00231,customer,İhtiyaç Kredisi,24328.58,48,3.65,2024-08-23,Aktif,False
L000301,C00232,customer,Kredi Kartı,32255.99,36,3.72,2022-11-13,Kapalı,False
L000302,C00233,customer,Konut Kredisi,4573.22,36,4.49,2022-03-21,Aktif,False
L000303,C00234,customer,KOBİ Kredisi,40116.65,48,4.53,2025-12-08,Aktif,False
L000304,C00235,customer,İhtiyaç Kredisi,23160.17,6,4.16,2024-06-19,Kapalı,False
L000305,C00235,customer,İşletme Kredisi,6294.77,120,4.09,2024-02-13,Aktif,False
L000306,C00235,customer,Taşıt Kredisi,12001.93,24,4.85,2023-10-25,Kapalı,False
L000307,C00236,customer,Kredi Kartı,19040.93,12,3.48,2022-08-19,Aktif,False
L000308,C00237,customer,İhtiyaç Kredisi,58212.21,6,4.32,2020-08-28,Kapalı,False
L000309,C00237,customer,Konut Kredisi,121038.23,6,4.66,2024-05-04,Kapalı,False
L000310,C00238,customer,İşletme Kredisi,2225.82,120,3.11,2023-11-25,Aktif,False
L000311,C00239,customer,Taşıt Kredisi,10670.21,6,4.29,2022-07-31,Kapalı,False
L000312,C00240,customer,İşletme Kredisi,27928.85,84,3.47,2026-04-12,Aktif,False
L000313,C00241,customer,İhtiyaç Kredisi,91101.17,12,3.32,2023-11-17,Kapalı,False
L000314,C00241,customer,Taşıt Kredisi,23964.92,6,4.8,2024-08-01,Kapalı,True
L000315,C00242,customer,İhtiyaç Kredisi,12012.09,84,4.86,2025-11-11,Aktif,False
L000316,C00243,customer,İşletme Kredisi,57454.94,12,4.78,2022-11-26,Kapalı,False
L000317,C00244,customer,Konut Kredisi,2064.03,36,3.3,2025-07-25,Aktif,False
L000318,C00245,customer,Taşıt Kredisi,6504.01,24,3.59,2021-11-24,Kapalı,False
L000319,C00247,customer,KOBİ Kredisi,40835.35,60,3.94,2021-01-18,Kapalı,False
L000320,C00248,customer,Konut Kredisi,19422.51,48,4.8,2022-02-19,Kapalı,False
L000321,C00248,customer,İşletme Kredisi,10317.02,60,3.47,2026-05-10,Aktif,False
L000322,C00249,customer,KOBİ Kredisi,15137.67,84,4.65,2025-04-29,Aktif,False
L000323,C00250,customer,Taşıt Kredisi,74357.75,6,3.71,2021-09-03,Kapalı,False
L000324,C00251,customer,İşletme Kredisi,11262.5,60,3.88,2025-08-02,Aktif,False
L000325,C00252,customer,KOBİ Kredisi,35929.16,6,3.4,2022-12-01,Kapalı,False
L000326,C00252,customer,KOBİ Kredisi,84274.19,60,2.71,2019-09-24,Kapalı,False
L000327,C00253,customer,Taşıt Kredisi,13099.57,84,3.07,2020-04-03,Aktif,False
L000328,C00254,customer,İhtiyaç Kredisi,98552.44,24,4.47,2024-10-26,Aktif,False
L000329,C00254,customer,Konut Kredisi,10528.28,6,2.85,2024-08-20,Kapalı,False
L000330,C00255,customer,Taşıt Kredisi,38451.87,6,3.98,2023-03-20,Kapalı,False
L000331,C00256,customer,İşletme Kredisi,12886.49,24,4.21,2019-10-11,Kapalı,False
L000332,C00257,customer,KOBİ Kredisi,3218.34,84,4.65,2020-07-06,Aktif,False
L000333,C00257,customer,Taşıt Kredisi,60138.83,6,2.82,2026-03-13,Aktif,False
L000334,C00258,customer,Konut Kredisi,79555.9,6,4.37,2023-01-17,Kapalı,False
L000335,C00259,customer,İhtiyaç Kredisi,45881.63,60,3.26,2023-04-20,Aktif,False
L000336,C00260,customer,İşletme Kredisi,98781.28,36,4.38,2020-03-13,Kapalı,False
L000337,C00260,customer,KOBİ Kredisi,22427.76,6,4.15,2021-12-11,Kapalı,False
L000338,C00261,customer,Kredi Kartı,48876.7,84,3.76,2022-08-28,Aktif,False
L000339,C00262,customer,İşletme Kredisi,7271.71,12,4.68,2025-02-22,Aktif,False
L000340,C00262,customer,İhtiyaç Kredisi,31434.41,36,4.05,2025-02-04,Aktif,False
L000341,C00263,customer,KOBİ Kredisi,21870.7,60,3.84,2022-06-14,Aktif,False
L000342,C00265,customer,İşletme Kredisi,101416.8,24,2.83,2024-08-08,Kapalı,False
L000343,C00266,customer,Kredi Kartı,3994.92,60,3.62,2021-11-04,Aktif,False
L000344,C00266,customer,Konut Kredisi,21987.42,120,3.0,2019-06-01,Aktif,False
L000345,C00267,customer,KOBİ Kredisi,291263.13,24,3.23,2021-07-10,Kapalı,False
L000346,C00267,customer,Kredi Kartı,33774.7,6,4.82,2023-03-02,Kapalı,True
L000347,C00268,customer,Kredi Kartı,29675.6,48,4.88,2022-01-19,Kapalı,False
L000348,C00269,customer,Konut Kredisi,75270.92,6,3.0,2020-02-03,Kapalı,False
L000349,C00269,customer,Kredi Kartı,4883.54,36,3.33,2022-10-02,Kapalı,False
L000350,C00270,customer,Konut Kredisi,10164.9,84,3.9,2023-11-08,Aktif,False
L000351,C00270,customer,Konut Kredisi,15291.44,6,3.78,2022-11-30,Kapalı,False
L000352,C00271,customer,Konut Kredisi,50470.05,60,3.12,2024-02-19,Aktif,False
L000353,C00272,customer,KOBİ Kredisi,21941.09,36,3.74,2024-05-04,Aktif,False
L000354,C00273,customer,Taşıt Kredisi,55045.6,12,4.62,2025-10-01,Aktif,False
L000355,C00274,customer,Konut Kredisi,17805.82,36,3.53,2024-03-05,Aktif,False
L000356,C00274,customer,İşletme Kredisi,4804.35,6,4.8,2021-02-20,Kapalı,False
L000357,C00275,customer,Kredi Kartı,226195.71,84,3.85,2019-03-16,Kapalı,True
L000358,C00277,customer,KOBİ Kredisi,31141.79,84,2.53,2022-01-19,Aktif,False
L000359,C00278,customer,Konut Kredisi,22283.09,24,4.76,2021-10-25,Kapalı,False
L000360,C00279,customer,İhtiyaç Kredisi,40768.43,12,3.25,2019-11-01,Kapalı,False
L000361,C00280,customer,Taşıt Kredisi,27133.86,84,4.62,2026-04-08,Aktif,False
L000362,C00282,customer,Kredi Kartı,134529.89,24,2.97,2021-08-18,Kapalı,False
L000363,C00282,customer,Kredi Kartı,21158.38,12,4.5,2021-06-16,Aktif,False
L000364,C00283,customer,İhtiyaç Kredisi,68255.4,36,2.92,2020-02-05,Aktif,False
L000365,C00283,customer,Taşıt Kredisi,23106.38,36,3.09,2024-07-03,Aktif,False
L000366,C00284,customer,İhtiyaç Kredisi,34541.58,36,2.75,2022-06-18,Kapalı,False
L000367,C00284,customer,Kredi Kartı,27454.13,24,4.49,2024-10-10,Aktif,False
L000368,C00285,customer,Kredi Kartı,5812.57,24,3.81,2023-02-01,Kapalı,False
L000369,C00286,customer,İşletme Kredisi,50273.25,84,3.54,2023-08-23,Aktif,False
L000370,C00286,customer,İhtiyaç Kredisi,86204.34,60,2.77,2025-03-18,Aktif,True
L000371,C00287,customer,İhtiyaç Kredisi,26826.56,60,3.98,2025-03-28,Aktif,False
L000372,C00287,customer,Konut Kredisi,18609.49,36,4.16,2025-02-08,Aktif,False
L000373,C00288,customer,KOBİ Kredisi,6135.74,60,4.76,2019-08-06,Aktif,False
L000374,C00288,customer,Konut Kredisi,36698.06,36,4.17,2025-02-04,Aktif,False
L000375,C00289,customer,Kredi Kartı,46501.99,60,4.63,2024-02-03,Aktif,False
L000376,C00290,customer,İşletme Kredisi,21365.81,6,2.59,2024-05-23,Kapalı,False
L000377,C00292,customer,Kredi Kartı,87990.53,48,4.02,2025-12-11,Aktif,False
L000378,C00293,customer,İhtiyaç Kredisi,165596.74,48,2.55,2024-12-12,Aktif,False
L000379,C00293,customer,İhtiyaç Kredisi,20301.73,60,2.87,2026-07-06,Aktif,False
L000380,C00295,customer,Kredi Kartı,12194.62,12,4.46,2022-04-23,Kapalı,False
L000381,C00296,customer,İşletme Kredisi,45995.1,60,4.26,2021-10-31,Aktif,False
L000382,C00296,customer,İhtiyaç Kredisi,74991.84,6,3.15,2019-01-16,Aktif,False
L000383,C00297,customer,Konut Kredisi,15774.07,84,3.19,2020-08-02,Aktif,False
L000384,C00297,customer,KOBİ Kredisi,14876.55,84,4.84,2025-01-05,Aktif,False
L000385,C00297,customer,Konut Kredisi,38405.32,60,4.83,2026-06-25,Aktif,False
L000386,C00298,customer,Kredi Kartı,265599.92,84,4.77,2021-06-19,Aktif,False
L000387,C00298,customer,KOBİ Kredisi,8725.88,84,4.55,2023-11-11,Aktif,False
L000388,C00299,customer,İşletme Kredisi,7764.99,60,4.77,2025-12-07,Aktif,False
L000389,C00300,customer,Taşıt Kredisi,21688.19,36,4.22,2022-02-02,Kapalı,False
L000390,C00301,customer,Taşıt Kredisi,47239.19,36,4.0,2025-04-17,Aktif,False
L000391,C00302,customer,KOBİ Kredisi,38254.31,24,3.21,2021-01-25,Kapalı,False
L000392,C00303,customer,İşletme Kredisi,21727.26,48,2.75,2025-11-19,Aktif,False
L000393,C00304,customer,İşletme Kredisi,9982.19,84,4.71,2020-02-01,Aktif,False
L000394,C00304,customer,Taşıt Kredisi,11163.38,36,4.43,2023-07-13,Kapalı,False
L000395,C00305,customer,İhtiyaç Kredisi,32784.64,60,2.69,2021-04-26,Kapalı,False
L000396,C00306,customer,İhtiyaç Kredisi,30605.14,36,3.81,2019-11-13,Kapalı,True
L000397,C00306,customer,KOBİ Kredisi,24641.61,12,4.17,2020-03-23,Aktif,False
L000398,C00308,customer,Taşıt Kredisi,215164.19,120,2.58,2024-09-06,Aktif,False
L000399,C00308,customer,Taşıt Kredisi,8301.48,48,4.48,2022-06-10,Kapalı,False
L000400,C00309,customer,Taşıt Kredisi,23142.28,120,3.59,2020-11-30,Aktif,False
L000401,C00310,customer,Taşıt Kredisi,24164.82,12,4.39,2024-05-30,Kapalı,False
L000402,C00312,customer,Kredi Kartı,126928.31,84,3.82,2025-04-02,Aktif,False
L000403,C00313,customer,Taşıt Kredisi,40729.2,60,3.46,2024-11-09,Aktif,False
L000404,C00313,customer,Kredi Kartı,9808.1,48,4.48,2026-06-02,Aktif,False
L000405,C00315,customer,Taşıt Kredisi,67892.21,60,4.14,2024-07-22,Aktif,False
L000406,C00316,customer,İşletme Kredisi,6243.71,120,4.77,2022-06-13,Aktif,False
L000407,C00317,customer,İhtiyaç Kredisi,33109.77,120,3.03,2021-03-10,Aktif,False
L000408,C00318,customer,Taşıt Kredisi,167366.86,84,4.46,2020-03-03,Aktif,False
L000409,C00318,customer,Konut Kredisi,117969.8,84,3.12,2022-10-30,Aktif,False
L000410,C00319,customer,İşletme Kredisi,4751.58,6,3.24,2023-04-26,Kapalı,False
L000411,C00319,customer,Kredi Kartı,17461.73,48,2.54,2021-12-11,Kapalı,False
L000412,C00320,customer,İşletme Kredisi,45534.98,6,2.96,2025-09-12,Kapalı,False
L000413,C00321,customer,İhtiyaç Kredisi,51037.71,24,3.08,2022-03-31,Kapalı,False
L000414,C00322,customer,İşletme Kredisi,13083.85,84,3.89,2021-08-28,Aktif,False
L000415,C00322,customer,Konut Kredisi,38805.9,6,3.43,2019-10-01,Aktif,False
L000416,C00323,customer,İhtiyaç Kredisi,45282.58,120,4.8,2019-07-16,Aktif,False
L000417,C00323,customer,Kredi Kartı,27820.88,84,3.02,2021-10-28,Aktif,False
L000418,C00324,customer,İhtiyaç Kredisi,17647.43,48,3.62,2022-06-07,Kapalı,False
L000419,C00325,customer,KOBİ Kredisi,46713.62,60,3.83,2021-01-04,Kapalı,False
L000420,C00326,customer,KOBİ Kredisi,28598.72,12,3.27,2022-02-04,Kapalı,False
L000421,C00326,customer,KOBİ Kredisi,7978.11,48,3.17,2019-11-10,Kapalı,False
L000422,C00327,customer,Taşıt Kredisi,2115.2,120,3.94,2023-10-09,Aktif,False
L000423,C00328,customer,İşletme Kredisi,6614.84,48,3.26,2019-01-30,Kapalı,True
L000424,C00329,customer,Konut Kredisi,97901.35,12,2.82,2026-01-21,Aktif,False
L000425,C00330,customer,İhtiyaç Kredisi,56839.99,6,2.65,2025-12-08,Kapalı,False
L000426,C00331,customer,Konut Kredisi,7873.21,120,4.69,2026-03-16,Aktif,True
L000427,C00332,customer,Konut Kredisi,43189.0,60,3.29,2020-02-21,Kapalı,False
L000428,C00332,customer,Konut Kredisi,21659.68,60,2.67,2022-08-31,Aktif,False
L000429,C00333,customer,Taşıt Kredisi,24345.5,120,4.1,2021-05-21,Aktif,False
L000430,C00333,customer,İhtiyaç Kredisi,79621.69,120,4.11,2020-12-17,Aktif,False
L000431,C00333,customer,KOBİ Kredisi,15492.7,12,3.63,2024-10-20,Kapalı,False
L000432,C00334,customer,İşletme Kredisi,15334.84,12,2.52,2023-04-17,Kapalı,False
L000433,C00334,customer,Taşıt Kredisi,250570.68,120,4.15,2020-11-26,Aktif,False
L000434,C00336,customer,Kredi Kartı,18911.42,6,3.9,2025-09-01,Kapalı,False
L000435,C00338,customer,İhtiyaç Kredisi,35453.8,48,2.89,2023-04-27,Aktif,False
L000436,C00339,customer,Konut Kredisi,216917.45,6,4.69,2021-08-25,Kapalı,True
L000437,C00341,customer,Kredi Kartı,20965.47,6,4.43,2021-12-07,Kapalı,False
L000438,C00342,customer,Kredi Kartı,8690.62,6,4.0,2024-09-26,Kapalı,False
L000439,C00343,customer,Taşıt Kredisi,29292.04,36,4.41,2019-08-05,Kapalı,False
L000440,C00344,customer,KOBİ Kredisi,5506.39,36,4.53,2020-07-22,Kapalı,False
L000441,C00344,customer,Taşıt Kredisi,81569.28,36,3.01,2024-07-25,Aktif,False
L000442,C00345,customer,KOBİ Kredisi,14614.64,60,4.78,2019-08-31,Kapalı,False
L000443,C00345,customer,Kredi Kartı,25983.58,84,4.05,2019-07-03,Kapalı,False
L000444,C00346,customer,KOBİ Kredisi,20260.18,36,2.92,2022-12-31,Kapalı,False
L000445,C00346,customer,Taşıt Kredisi,29137.71,84,2.89,2026-05-14,Aktif,False
L000446,C00348,customer,Konut Kredisi,37303.87,36,2.69,2019-08-03,Aktif,False
L000447,C00348,customer,Konut Kredisi,33769.52,36,3.95,2025-04-26,Aktif,False
L000448,C00349,customer,Taşıt Kredisi,9041.75,48,3.44,2023-02-21,Aktif,False
L000449,C00349,customer,Kredi Kartı,68188.91,60,4.73,2025-11-22,Aktif,False
L000450,C00350,customer,Konut Kredisi,9427.89,24,4.13,2023-09-20,Kapalı,False
L000451,C00350,customer,İhtiyaç Kredisi,32632.07,6,3.85,2025-11-03,Kapalı,False
L000452,C00351,customer,Taşıt Kredisi,5896.11,120,4.89,2021-11-11,Aktif,False
L000453,C00351,customer,Kredi Kartı,31634.02,60,2.83,2020-01-03,Kapalı,False
L000454,C00352,customer,İhtiyaç Kredisi,20305.14,84,3.28,2022-04-06,Aktif,False
L000455,C00353,customer,İhtiyaç Kredisi,41546.13,12,3.91,2021-03-30,Kapalı,False
L000456,C00354,customer,Kredi Kartı,19196.8,6,3.88,2026-03-10,Aktif,False
L000457,C00354,customer,Taşıt Kredisi,26155.98,60,4.87,2022-03-27,Aktif,False
L000458,C00355,customer,Taşıt Kredisi,26051.07,84,2.62,2019-06-16,Kapalı,False
L000459,C00355,customer,Kredi Kartı,13180.98,24,3.24,2020-11-16,Kapalı,False
L000460,C00356,customer,Konut Kredisi,140847.51,120,4.52,2025-10-31,Aktif,False
L000461,C00358,customer,Taşıt Kredisi,11343.52,60,3.72,2025-06-05,Aktif,False
L000462,C00360,customer,İşletme Kredisi,16430.6,24,4.74,2020-09-29,Kapalı,False
L000463,C00361,customer,Konut Kredisi,17612.36,120,3.85,2022-08-12,Aktif,False
L000464,C00362,customer,Konut Kredisi,2972.23,120,2.96,2024-02-21,Aktif,False
L000465,C00362,customer,Konut Kredisi,38594.33,60,4.23,2020-02-23,Kapalı,False
L000466,C00365,customer,İşletme Kredisi,45291.09,60,4.57,2023-11-20,Aktif,False
L000467,C00366,customer,Taşıt Kredisi,26312.51,84,4.18,2024-07-01,Aktif,False
L000468,C00367,customer,Konut Kredisi,26488.15,120,2.91,2019-08-27,Aktif,False
L000469,C00367,customer,Kredi Kartı,24938.38,6,3.9,2019-11-17,Kapalı,False
L000470,C00368,customer,Taşıt Kredisi,18212.79,36,4.44,2026-03-22,Aktif,False
L000471,C00368,customer,Kredi Kartı,11096.08,120,4.14,2022-12-30,Aktif,False
L000472,C00369,customer,Kredi Kartı,34599.27,48,4.67,2021-01-01,Kapalı,False
L000473,C00369,customer,İşletme Kredisi,18222.38,36,4.3,2022-10-07,Kapalı,False
L000474,C00369,customer,Konut Kredisi,55934.84,120,4.54,2022-03-27,Aktif,False
L000475,C00370,customer,İşletme Kredisi,9218.62,36,2.76,2025-12-08,Aktif,False
L000476,C00370,customer,İşletme Kredisi,23335.11,36,4.05,2025-04-20,Aktif,False
L000477,C00371,customer,Konut Kredisi,34457.98,24,4.42,2023-03-03,Aktif,False
L000478,C00372,customer,İşletme Kredisi,17720.06,36,2.99,2022-10-31,Kapalı,False
L000479,C00372,customer,Konut Kredisi,11661.64,24,4.5,2019-09-20,Kapalı,False
L000480,C00373,customer,Kredi Kartı,5376.7,48,2.53,2023-04-05,Aktif,False
L000481,C00374,customer,İhtiyaç Kredisi,51842.24,84,4.76,2024-12-21,Aktif,False
L000482,C00375,customer,Kredi Kartı,26860.93,24,2.94,2021-11-13,Kapalı,False
L000483,C00376,customer,KOBİ Kredisi,29994.97,60,3.09,2023-08-28,Aktif,False
L000484,C00378,customer,İhtiyaç Kredisi,9242.45,6,3.16,2026-06-14,Aktif,False
L000485,C00379,customer,İhtiyaç Kredisi,50034.09,36,4.6,2019-03-24,Kapalı,False
L000486,C00380,customer,Kredi Kartı,22408.54,24,4.18,2021-05-08,Kapalı,False
L000487,C00382,customer,İhtiyaç Kredisi,27897.14,24,3.7,2020-01-31,Aktif,False
L000488,C00382,customer,İşletme Kredisi,42514.89,36,2.95,2020-07-12,Kapalı,False
L000489,C00383,customer,Konut Kredisi,155159.85,12,2.56,2021-12-08,Aktif,False
L000490,C00384,customer,KOBİ Kredisi,76343.15,36,3.93,2026-01-15,Aktif,False
L000491,C00385,customer,Kredi Kartı,13695.79,24,4.21,2020-04-11,Kapalı,False
L000492,C00386,customer,KOBİ Kredisi,11159.33,12,4.53,2022-10-08,Kapalı,False
L000493,C00387,customer,İhtiyaç Kredisi,33263.6,84,3.45,2024-06-23,Aktif,False
L000494,C00389,customer,KOBİ Kredisi,38515.98,120,4.8,2025-03-04,Aktif,False
L000495,C00390,customer,İhtiyaç Kredisi,9596.7,12,4.44,2020-05-25,Kapalı,False
L000496,C00391,customer,İhtiyaç Kredisi,15292.66,36,3.29,2021-01-01,Kapalı,False
L000497,C00392,customer,Taşıt Kredisi,3762.75,24,3.71,2023-05-30,Kapalı,False
L000498,C00393,customer,Konut Kredisi,6183.38,84,4.47,2025-11-06,Aktif,False
L000499,C00393,customer,Taşıt Kredisi,24364.32,36,4.42,2023-05-04,Kapalı,False
L000500,C00394,customer,Taşıt Kredisi,28973.42,12,2.8,2019-05-24,Aktif,False
L000501,C00395,customer,KOBİ Kredisi,33308.47,12,4.6,2025-05-13,Kapalı,False
L000502,C00395,customer,Kredi Kartı,98865.08,12,4.87,2022-12-21,Kapalı,False
L000503,C00396,customer,KOBİ Kredisi,108999.38,120,3.06,2023-11-26,Aktif,False
L000504,C00397,customer,Taşıt Kredisi,50052.61,84,4.32,2019-01-28,Aktif,False
L000505,C00398,customer,Konut Kredisi,17942.89,84,3.36,2022-03-10,Aktif,True
L000506,C00399,customer,Kredi Kartı,12106.86,36,4.18,2019-03-01,Kapalı,False
L000507,C00399,customer,İşletme Kredisi,44239.89,84,4.67,2024-09-15,Aktif,False
L000508,C00399,customer,İhtiyaç Kredisi,27798.36,60,3.73,2019-02-20,Kapalı,False
L000509,C00400,customer,KOBİ Kredisi,6578.6,84,3.06,2025-05-21,Aktif,False
L000510,C00400,customer,İşletme Kredisi,16318.22,36,4.09,2026-06-28,Aktif,False
L000511,C00401,customer,İhtiyaç Kredisi,97285.22,12,2.55,2026-01-14,Aktif,False
L000512,C00403,customer,İşletme Kredisi,80662.06,120,2.96,2022-01-22,Aktif,False
L000513,C00404,customer,Taşıt Kredisi,234425.38,36,3.23,2026-05-25,Aktif,True
L000514,C00405,customer,Kredi Kartı,100443.56,6,4.49,2019-05-28,Kapalı,False
L000515,C00406,customer,Konut Kredisi,33037.99,12,2.96,2024-07-18,Kapalı,False
L000516,C00406,customer,KOBİ Kredisi,90137.03,36,4.14,2024-01-30,Aktif,False
L000517,C00406,customer,Taşıt Kredisi,14043.38,36,4.27,2020-11-10,Aktif,True
L000518,C00407,customer,İşletme Kredisi,17121.05,84,2.65,2023-07-31,Aktif,False
L000519,C00408,customer,İşletme Kredisi,3940.2,84,3.33,2024-12-23,Aktif,False
L000520,C00408,customer,İşletme Kredisi,51840.09,48,3.2,2021-05-20,Kapalı,False
L000521,C00409,customer,İhtiyaç Kredisi,48366.34,6,4.36,2026-07-12,Aktif,False
L000522,C00410,customer,Konut Kredisi,3664.41,12,3.21,2022-06-02,Kapalı,False
L000523,C00410,customer,KOBİ Kredisi,92162.1,36,2.66,2025-11-18,Aktif,False
L000524,C00412,customer,Kredi Kartı,29853.18,60,4.03,2022-04-03,Aktif,False
L000525,C00413,customer,İhtiyaç Kredisi,57922.48,6,4.72,2022-10-24,Kapalı,False
L000526,C00414,customer,Kredi Kartı,97313.45,6,4.3,2021-04-19,Kapalı,False
L000527,C00416,customer,Taşıt Kredisi,3142.8,120,4.53,2022-09-15,Aktif,False
L000528,C00418,customer,İhtiyaç Kredisi,73006.56,60,3.02,2025-02-22,Aktif,False
L000529,C00419,customer,KOBİ Kredisi,37098.55,36,2.87,2022-09-20,Aktif,False
L000530,C00419,customer,Konut Kredisi,37286.19,24,4.01,2021-02-10,Kapalı,False
L000531,C00421,customer,Konut Kredisi,34447.9,24,4.25,2020-02-20,Kapalı,False
L000532,C00421,customer,İşletme Kredisi,157833.78,84,2.73,2019-07-05,Kapalı,False
L000533,C00422,customer,İhtiyaç Kredisi,41603.78,12,4.74,2025-03-09,Kapalı,False
L000534,C00423,customer,Kredi Kartı,52437.81,12,4.66,2022-07-22,Kapalı,False
L000535,C00424,customer,Kredi Kartı,67010.35,12,2.54,2022-04-10,Kapalı,False
L000536,C00425,customer,İşletme Kredisi,66080.43,60,2.55,2019-02-28,Kapalı,False
L000537,C00426,customer,Kredi Kartı,30267.94,48,4.4,2024-05-16,Aktif,False
L000538,C00426,customer,Kredi Kartı,9509.36,24,2.98,2025-09-29,Aktif,False
L000539,C00426,customer,Taşıt Kredisi,311393.39,84,2.88,2021-11-09,Aktif,False
L000540,C00427,customer,Taşıt Kredisi,19135.09,24,3.22,2023-08-15,Kapalı,False
L000541,C00427,customer,Kredi Kartı,35862.08,48,3.48,2021-06-16,Kapalı,False
L000542,C00428,customer,Taşıt Kredisi,6470.35,48,4.61,2022-10-26,Aktif,False
L000543,C00428,customer,Kredi Kartı,2892.48,84,3.28,2019-02-23,Kapalı,False
L000544,C00429,customer,İhtiyaç Kredisi,20664.48,12,3.81,2024-02-01,Kapalı,False
L000545,C00430,customer,Taşıt Kredisi,10245.6,60,3.64,2026-07-18,Aktif,False
L000546,C00430,customer,İşletme Kredisi,14920.37,84,2.67,2024-12-02,Aktif,False
L000547,C00431,customer,Kredi Kartı,13329.16,24,3.22,2024-01-27,Kapalı,False
L000548,C00431,customer,KOBİ Kredisi,942657.29,24,4.67,2019-03-20,Kapalı,False
L000549,C00433,customer,İşletme Kredisi,66059.13,12,4.25,2020-11-08,Kapalı,False
L000550,C00433,customer,KOBİ Kredisi,20110.82,84,2.75,2020-05-18,Aktif,False
L000551,C00434,customer,Taşıt Kredisi,37990.3,6,4.09,2025-10-15,Kapalı,True
L000552,C00434,customer,İhtiyaç Kredisi,10593.64,120,4.29,2025-08-01,Aktif,False
L000553,C00435,customer,İşletme Kredisi,87965.5,84,3.88,2026-07-24,Aktif,False
L000554,C00435,customer,İhtiyaç Kredisi,54711.32,60,3.13,2025-12-25,Aktif,True
L000555,C00436,customer,KOBİ Kredisi,26726.11,60,4.25,2026-04-13,Aktif,False
L000556,C00436,customer,İhtiyaç Kredisi,26269.3,120,3.53,2019-08-13,Aktif,False
L000557,C00439,customer,Konut Kredisi,28488.68,36,3.72,2021-09-06,Kapalı,False
L000558,C00440,customer,İşletme Kredisi,44947.58,84,3.12,2019-07-30,Kapalı,False
L000559,C00442,customer,KOBİ Kredisi,6764.4,120,2.71,2022-11-16,Aktif,False
L000560,C00443,customer,Taşıt Kredisi,21320.0,60,4.65,2021-03-23,Kapalı,False
L000561,C00443,customer,İhtiyaç Kredisi,31727.19,12,2.63,2022-08-17,Kapalı,False
L000562,C00444,customer,İhtiyaç Kredisi,49537.5,36,2.76,2021-02-02,Kapalı,False
