payment_id,loan_id,taksit_no,vade_tarihi,tutar_tl,odeme_durumu,gecikme_gun
P0000388,L000018,6,2023-07-09,4051.99,Zamanında Ödendi,0
P0000389,L000018,7,2023-08-08,4051.99,Zamanında Ödendi,0
P0000390,L000018,8,2023-09-07,4051.99,Zamanında Ödendi,0
P0000391,L000018,9,2023-10-07,4051.99,Zamanında Ödendi,0
P0000392,L000018,10,2023-11-06,4051.99,Zamanında Ödendi,0
P0000393,L000018,11,2023-12-06,4051.99,Zamanında Ödendi,0
P0000394,L000018,12,2024-01-05,4051.99,Zamanında Ödendi,0
P0000395,L000018,13,2024-02-04,4051.99,Zamanında Ödendi,0
P0000396,L000018,14,2024-03-05,4051.99,Zamanında Ödendi,0
P0000397,L000018,15,2024-04-04,4051.99,Zamanında Ödendi,0
P0000398,L000018,16,2024-05-04,4051.99,Zamanında Ödendi,0
P0000399,L000018,17,2024-06-03,4051.99,Zamanında Ödendi,0
P0000400,L000018,18,2024-07-03,4051.99,Zamanında Ödendi,0
P0000401,L000018,19,2024-08-02,4051.99,Zamanında Ödendi,0
P0000402,L000018,20,2024-09-01,4051.99,Zamanında Ödendi,0
P0000403,L000018,21,2024-10-01,4051.99,Zamanında Ödendi,0
P0000404,L000018,22,2024-10-31,4051.99,Zamanında Ödendi,0
P0000405,L000018,23,2024-11-30,4051.99,Zamanında Ödendi,0
P0000406,L000018,24,2024-12-30,4051.99,Zamanında Ödendi,0
P0000407,L000018,25,2025-01-29,4051.99,Zamanında Ödendi,0
P0000408,L000018,26,2025-02-28,4051.99,Zamanında Ödendi,0
P0000409,L000018,27,2025-03-30,4051.99,Zamanında Ödendi,0
P0000410,L000018,28,2025-04-29,4051.99,Zamanında Ödendi,0
P0000411,L000018,29,2025-05-29,4051.99,Zamanında Ödendi,0
P0000412,L000018,30,2025-06-28,4051.99,Zamanında Ödendi,0
P0000413,L000018,31,2025-07-28,4051.99,Zamanında Ödendi,0
P0000414,L000018,32,2025-08-27,4051.99,Zamanında Ödendi,0
P0000415,L000018,33,2025-09-26,4051.99,Zamanında Ödendi,0
P0000416,L000018,34,2025-10-26,4051.99,Gecikmeli Ödendi,20
P0000417,L000018,35,2025-11-25,4051.99,Zamanında Ödendi,0
P0000418,L000018,36,2025-12-25,4051.99,Zamanında Ödendi,0
P0000419,L000018,37,2026-01-24,4051.99,Zamanında Ödendi,0
P0000420,L000018,38,2026-02-23,4051.99,Zamanında Ödendi,0
P0000421,L000018,39,2026-03-25,4051.99,Zamanında Ödendi,0
P0000422,L000018,40,2026-04-24,4051.99,Zamanında Ödendi,0
P0000423,L000018,41,2026-05-24,4051.99,Zamanında Ödendi,0
P0000424,L000018,42,2026-06-23,4051.99,Zamanında Ödendi,0
P0000425,L000018,43,2026-07-23,4051.99,Zamanında Ödendi,0
P0000426,L000018,44,2026-08-22,4051.99,Zamanında Ödendi,0
P0000427,L000019,1,2021-06-29,2126.83,Zamanında Ödendi,0
P0000428,L000019,2,2021-07-29,2126.83,Zamanında Ödendi,0
P0000429,L000019,3,2021-08-28,2126.83,Zamanında Ödendi,0
P0000430,L000019,4,2021-09-27,2126.83,Zamanında Ödendi,0
P0000431,L000019,5,2021-10-27,2126.83,Zamanında Ödendi,0
P0000432,L000019,6,2021-11-26,2126.83,Zamanında Ödendi,0
P0000433,L000019,7,2021-12-26,2126.83,Zamanında Ödendi,0
P0000434,L000019,8,2022-01-25,2126.83,Zamanında Ödendi,0
P0000435,L000019,9,2022-02-24,2126.83,Zamanında Ödendi,0
P0000436,L000019,10,2022-03-26,2126.83,Zamanında Ödendi,0
P0000437,L000019,11,2022-04-25,2126.83,Zamanında Ödendi,0
P0000438,L000019,12,2022-05-25,2126.83,Zamanında Ödendi,0
P0000439,L000019,13,2022-06-24,2126.83,Zamanında Ödendi,0
P0000440,L000019,14,2022-07-24,2126.83,Zamanında Ödendi,0
P0000441,L000019,15,2022-08-23,2126.83,Zamanında Ödendi,0
P0000442,L000019,16,2022-09-22,2126.83,Zamanında Ödendi,0
P0000443,L000019,17,2022-10-22,2126.83,Gecikmeli Ödendi,4
P0000444,L000019,18,2022-11-21,2126.83,Zamanında Ödendi,0
P0000445,L000019,19,2022-12-21,2126.83,Zamanında Ödendi,0
P0000446,L000019,20,2023-01-20,2126.83,Zamanında Ödendi,0
P0000447,L000019,21,2023-02-19,2126.83,Zamanında Ödendi,0
P0000448,L000019,22,2023-03-21,2126.83,Zamanında Ödendi,0
P0000449,L000019,23,2023-04-20,2126.83,Zamanında Ödendi,0
P0000450,L000019,24,2023-05-20,2126.83,Gecikmeli Ödendi,1
P0000451,L000020,1,2021-07-13,575.09,Zamanında Ödendi,0
P0000452,L000020,2,2021-08-12,575.09,Zamanında Ödendi,0
P0000453,L000020,3,2021-09-11,575.09,Zamanında Ödendi,0
P0000454,L000020,4,2021-10-11,575.09,Zamanında Ödendi,0
P0000455,L000020,5,2021-11-10,575.09,Zamanında Ödendi,0
P0000456,L000020,6,2021-12-10,575.09,Zamanında Ödendi,0
P0000457,L000020,7,2022-01-09,575.09,Zamanında Ödendi,0
P0000458,L000020,8,2022-02-08,575.09,Zamanında Ödendi,0
P0000459,L000020,9,2022-03-10,575.09,Zamanında Ödendi,0
P0000460,L000020,10,2022-04-09,575.09,Zamanında Ödendi,0
P0000461,L000020,11,2022-05-09,575.09,Zamanında Ödendi,0
P0000462,L000020,12,2022-06-08,575.09,Zamanında Ödendi,0
P0000463,L000020,13,2022-07-08,575.09,Zamanında Ödendi,0
P0000464,L000020,14,2022-08-07,575.09,Zamanında Ödendi,0
P0000465,L000020,15,2022-09-06,575.09,Zamanında Ödendi,0
P0000466,L000020,16,2022-10-06,575.09,Zamanında Ödendi,0
P0000467,L000020,17,2022-11-05,575.09,Zamanında Ödendi,0
P0000468,L000020,18,2022-12-05,575.09,Zamanında Ödendi,0
P0000469,L000020,19,2023-01-04,575.09,Zamanında Ödendi,0
P0000470,L000020,20,2023-02-03,575.09,Zamanında Ödendi,0
P0000471,L000020,21,2023-03-05,575.09,Zamanında Ödendi,0
P0000472,L000020,22,2023-04-04,575.09,Zamanında Ödendi,0
P0000473,L000020,23,2023-05-04,575.09,Zamanında Ödendi,0
P0000474,L000020,24,2023-06-03,575.09,Zamanında Ödendi,0
P0000475,L000020,25,2023-07-03,575.09,Zamanında Ödendi,0
P0000476,L000020,26,2023-08-02,575.09,Zamanında Ödendi,0
P0000477,L000020,27,2023-09-01,575.09,Zamanında Ödendi,0
P0000478,L000020,28,2023-10-01,575.09,Zamanında Ödendi,0
P0000479,L000020,29,2023-10-31,575.09,Zamanında Ödendi,0
P0000480,L000020,30,2023-11-30,575.09,Zamanında Ödendi,0
P0000481,L000020,31,2023-12-30,575.09,Zamanında Ödendi,0
P0000482,L000020,32,2024-01-29,575.09,Zamanında Ödendi,0
P0000483,L000020,33,2024-02-28,575.09,Zamanında Ödendi,0
P0000484,L000020,34,2024-03-29,575.09,Zamanında Ödendi,0
P0000485,L000020,35,2024-04-28,575.09,Gecikmeli Ödendi,2
P0000486,L000020,36,2024-05-28,575.09,Zamanında Ödendi,0
P0000487,L000021,1,2024-12-15,10143.93,Zamanında Ödendi,0
P0000488,L000021,2,2025-01-14,10143.93,Zamanında Ödendi,0
P0000489,L000021,3,2025-02-13,10143.93,Zamanında Ödendi,0
P0000490,L000021,4,2025-03-15,10143.93,Zamanında Ödendi,0
P0000491,L000021,5,2025-04-14,10143.93,Zamanında Ödendi,0
P0000492,L000021,6,2025-05-14,10143.93,Zamanında Ödendi,0
P0000493,L000021,7,2025-06-13,10143.93,Zamanında Ödendi,0
P0000494,L000021,8,2025-07-13,10143.93,Zamanında Ödendi,0
P0000495,L000021,9,2025-08-12,10143.93,Zamanında Ödendi,0
P0000496,L000021,10,2025-09-11,10143.93,Zamanında Ödendi,0
P0000497,L000021,11,2025-10-11,10143.93,Zamanında Ödendi,0
P0000498,L000021,12,2025-11-10,10143.93,Zamanında Ödendi,0
P0000499,L000021,13,2025-12-10,10143.93,Zamanında Ödendi,0
P0000500,L000021,14,2026-01-09,10143.93,Zamanında Ödendi,0
P0000501,L000021,15,2026-02-08,10143.93,Zamanında Ödendi,0
P0000502,L000021,16,2026-03-10,10143.93,Zamanında Ödendi,0
P0000503,L000021,17,2026-04-09,10143.93,Zamanında Ödendi,0
P0000504,L000021,18,2026-05-09,10143.93,Zamanında Ödendi,0
P0000505,L000021,19,2026-06-08,10143.93,Zamanında Ödendi,0
P0000506,L000021,20,2026-07-08,10143.93,Zamanında Ödendi,0
P0000507,L000021,21,2026-08-07,10143.93,Zamanında Ödendi,0
P0000508,L000022,1,2023-03-05,2082.11,Zamanında Ödendi,0
P0000509,L000022,2,2023-04-04,2082.11,Zamanında Ödendi,0
P0000510,L000022,3,2023-05-04,2082.11,Zamanında Ödendi,0
P0000511,L000022,4,2023-06-03,2082.11,Zamanında Ödendi,0
P0000512,L000022,5,2023-07-03,2082.11,Zamanında Ödendi,0
P0000513,L000022,6,2023-08-02,2082.11,Zamanında Ödendi,0
P0000514,L000022,7,2023-09-01,2082.11,Zamanında Ödendi,0
P0000515,L000022,8,2023-10-01,2082.11,Zamanında Ödendi,0
P0000516,L000022,9,2023-10-31,2082.11,Zamanında Ödendi,0
P0000517,L000022,10,2023-11-30,2082.11,Zamanında Ödendi,0
P0000518,L000022,11,2023-12-30,2082.11,Zamanında Ödendi,0
P0000519,L000022,12,2024-01-29,2082.11,Zamanında Ödendi,0
P0000520,L000022,13,2024-02-28,2082.11,Zamanında Ödendi,0
P0000521,L000022,14,2024-03-29,2082.11,Zamanında Ödendi,0
P0000522,L000022,15,2024-04-28,2082.11,Zamanında Ödendi,0
P0000523,L000022,16,2024-05-28,2082.11,Zamanında Ödendi,0
P0000524,L000022,17,2024-06-27,2082.11,Zamanında Ödendi,0
P0000525,L000022,18,2024-07-27,2082.11,Zamanında Ödendi,0
P0000526,L000022,19,2024-08-26,2082.11,Zamanında Ödendi,0
P0000527,L000022,20,2024-09-25,2082.11,Zamanında Ödendi,0
P0000528,L000022,21,2024-10-25,2082.11,Zamanında Ödendi,0
P0000529,L000022,22,2024-11-24,2082.11,Zamanında Ödendi,0
P0000530,L000022,23,2024-12-24,2082.11,Zamanında Ödendi,0
P0000531,L000022,24,2025-01-23,2082.11,Zamanında Ödendi,0
P0000532,L000022,25,2025-02-22,2082.11,Zamanında Ödendi,0
P0000533,L000022,26,2025-03-24,2082.11,Zamanında Ödendi,0
P0000534,L000022,27,2025-04-23,2082.11,Zamanında Ödendi,0
P0000535,L000022,28,2025-05-23,2082.11,Zamanında Ödendi,0
P0000536,L000022,29,2025-06-22,2082.11,Zamanında Ödendi,0
P0000537,L000022,30,2025-07-22,2082.11,Zamanında Ödendi,0
P0000538,L000022,31,2025-08-21,2082.11,Zamanında Ödendi,0
P0000539,L000022,32,2025-09-20,2082.11,Zamanında Ödendi,0
P0000540,L000022,33,2025-10-20,2082.11,Zamanında Ödendi,0
P0000541,L000022,34,2025-11-19,2082.11,Zamanında Ödendi,0
P0000542,L000022,35,2025-12-19,2082.11,Zamanında Ödendi,0
P0000543,L000022,36,2026-01-18,2082.11,Zamanında Ödendi,0
P0000544,L000022,37,2026-02-17,2082.11,Zamanında Ödendi,0
P0000545,L000022,38,2026-03-19,2082.11,Zamanında Ödendi,0
P0000546,L000022,39,2026-04-18,2082.11,Zamanında Ödendi,0
P0000547,L000022,40,2026-05-18,2082.11,Zamanında Ödendi,0
P0000548,L000022,41,2026-06-17,2082.11,Zamanında Ödendi,0
P0000549,L000022,42,2026-07-17,2082.11,Zamanında Ödendi,0
P0000550,L000022,43,2026-08-16,2082.11,Zamanında Ödendi,0
P0000551,L000023,1,2022-06-26,532.5,Zamanında Ödendi,0
P0000552,L000023,2,2022-07-26,532.5,Zamanında Ödendi,0
P0000553,L000023,3,2022-08-25,532.5,Zamanında Ödendi,0
P0000554,L000023,4,2022-09-24,532.5,Zamanında Ödendi,0
P0000555,L000023,5,2022-10-24,532.5,Zamanında Ödendi,0
P0000556,L000023,6,2022-11-23,532.5,Zamanında Ödendi,0
P0000557,L000023,7,2022-12-23,532.5,Zamanında Ödendi,0
P0000558,L000023,8,2023-01-22,532.5,Zamanında Ödendi,0
P0000559,L000023,9,2023-02-21,532.5,Zamanında Ödendi,0
P0000560,L000023,10,2023-03-23,532.5,Zamanında Ödendi,0
P0000561,L000023,11,2023-04-22,532.5,Zamanında Ödendi,0
P0000562,L000023,12,2023-05-22,532.5,Zamanında Ödendi,0
P0000563,L000023,13,2023-06-21,532.5,Zamanında Ödendi,0
P0000564,L000023,14,2023-07-21,532.5,Zamanında Ödendi,0
P0000565,L000023,15,2023-08-20,532.5,Zamanında Ödendi,0
P0000566,L000023,16,2023-09-19,532.5,Zamanında Ödendi,0
P0000567,L000023,17,2023-10-19,532.5,Zamanında Ödendi,0
P0000568,L000023,18,2023-11-18,532.5,Zamanında Ödendi,0
P0000569,L000023,19,2023-12-18,532.5,Zamanında Ödendi,0
P0000570,L000023,20,2024-01-17,532.5,Zamanında Ödendi,0
P0000571,L000023,21,2024-02-16,532.5,Zamanında Ödendi,0
P0000572,L000023,22,2024-03-17,532.5,Zamanında Ödendi,0
P0000573,L000023,23,2024-04-16,532.5,Zamanında Ödendi,0
P0000574,L000023,24,2024-05-16,532.5,Zamanında Ödendi,0
P0000575,L000023,25,2024-06-15,532.5,Zamanında Ödendi,0
P0000576,L000023,26,2024-07-15,532.5,Zamanında Ödendi,0
P0000577,L000023,27,2024-08-14,532.5,Zamanında Ödendi,0
P0000578,L000023,28,2024-09-13,532.5,Zamanında Ödendi,0
P0000579,L000023,29,2024-10-13,532.5,Zamanında Ödendi,0
P0000580,L000023,30,2024-11-12,532.5,Zamanında Ödendi,0
P0000581,L000023,31,2024-12-12,532.5,Zamanında Ödendi,0
P0000582,L000023,32,2025-01-11,532.5,Zamanında Ödendi,0
P0000583,L000023,33,2025-02-10,532.5,Zamanında Ödendi,0
P0000584,L000023,34,2025-03-12,532.5,Zamanında Ödendi,0
P0000585,L000023,35,2025-04-11,532.5,Zamanında Ödendi,0
P0000586,L000023,36,2025-05-11,532.5,Zamanında Ödendi,0
P0000587,L000023,37,2025-06-10,532.5,Zamanında Ödendi,0
P0000588,L000023,38,2025-07-10,532.5,Zamanında Ödendi,0
P0000589,L000023,39,2025-08-09,532.5,Zamanında Ödendi,0
P0000590,L000023,40,2025-09-08,532.5,Zamanında Ödendi,0
P0000591,L000023,41,2025-10-08,532.5,Zamanında Ödendi,0
P0000592,L000023,42,2025-11-07,532.5,Zamanında Ödendi,0
P0000593,L000023,43,2025-12-07,532.5,Zamanında Ödendi,0
P0000594,L000023,44,2026-01-06,532.5,Zamanında Ödendi,0
P0000595,L000023,45,2026-02-05,532.5,Zamanında Ödendi,0
P0000596,L000023,46,2026-03-07,532.5,Zamanında Ödendi,0
P0000597,L000023,47,2026-04-06,532.5,Zamanında Ödendi,0
P0000598,L000023,48,2026-05-06,532.5,Zamanında Ödendi,0
P0000599,L000023,49,2026-06-05,532.5,Zamanında Ödendi,0
P0000600,L000023,50,2026-07-05,532.5,Zamanında Ödendi,0
P0000601,L000023,51,2026-08-04,532.5,Zamanında Ödendi,0
P0000602,L000024,1,2026-07-14,407.46,Zamanında Ödendi,0
P0000603,L000024,2,2026-08-13,407.46,Ödenmedi,0
P0000604,L000025,1,2020-05-08,6568.63,Zamanında Ödendi,0
P0000605,L000025,2,2020-06-07,6568.63,Zamanında Ödendi,0
P0000606,L000025,3,2020-07-07,6568.63,Zamanında Ödendi,0
P0000607,L000025,4,2020-08-06,6568.63,Zamanında Ödendi,0
P0000608,L000025,5,2020-09-05,6568.63,Zamanında Ödendi,0
P0000609,L000025,6,2020-10-05,6568.63,Zamanında Ödendi,0
P0000610,L000026,1,2019-11-26,1838.08,Zamanında Ödendi,0
P0000611,L000026,2,2019-12-26,1838.08,Zamanında Ödendi,0
P0000612,L000026,3,2020-01-25,1838.08,Zamanında Ödendi,0
P0000613,L000026,4,2020-02-24,1838.08,Zamanında Ödendi,0
P0000614,L000026,5,2020-03-25,1838.08,Zamanında Ödendi,0
P0000615,L000026,6,2020-04-24,1838.08,Zamanında Ödendi,0
P0000616,L000026,7,2020-05-24,1838.08,Zamanında Ödendi,0
P0000617,L000026,8,2020-06-23,1838.08,Zamanında Ödendi,0
P0000618,L000026,9,2020-07-23,1838.08,Zamanında Ödendi,0
P0000619,L000026,10,2020-08-22,1838.08,Zamanında Ödendi,0
P0000620,L000026,11,2020-09-21,1838.08,Zamanında Ödendi,0
P0000621,L000026,12,2020-10-21,1838.08,Zamanında Ödendi,0
P0000622,L000026,13,2020-11-20,1838.08,Zamanında Ödendi,0
P0000623,L000026,14,2020-12-20,1838.08,Zamanında Ödendi,0
P0000624,L000026,15,2021-01-19,1838.08,Zamanında Ödendi,0
P0000625,L000026,16,2021-02-18,1838.08,Zamanında Ödendi,0
P0000626,L000026,17,2021-03-20,1838.08,Zamanında Ödendi,0
P0000627,L000026,18,2021-04-19,1838.08,Zamanında Ödendi,0
P0000628,L000026,19,2021-05-19,1838.08,Zamanında Ödendi,0
P0000629,L000026,20,2021-06-18,1838.08,Zamanında Ödendi,0
P0000630,L000026,21,2021-07-18,1838.08,Zamanında Ödendi,0
P0000631,L000026,22,2021-08-17,1838.08,Zamanında Ödendi,0
P0000632,L000026,23,2021-09-16,1838.08,Zamanında Ödendi,0
P0000633,L000026,24,2021-10-16,1838.08,Zamanında Ödendi,0
P0000634,L000026,25,2021-11-15,1838.08,Zamanında Ödendi,0
P0000635,L000026,26,2021-12-15,1838.08,Zamanında Ödendi,0
P0000636,L000026,27,2022-01-14,1838.08,Gecikmeli Ödendi,28
P0000637,L000026,28,2022-02-13,1838.08,Zamanında Ödendi,0
P0000638,L000026,29,2022-03-15,1838.08,Zamanında Ödendi,0
P0000639,L000026,30,2022-04-14,1838.08,Zamanında Ödendi,0
P0000640,L000026,31,2022-05-14,1838.08,Zamanında Ödendi,0
P0000641,L000026,32,2022-06-13,1838.08,Gecikmeli Ödendi,18
P0000642,L000026,33,2022-07-13,1838.08,Zamanında Ödendi,0
P0000643,L000026,34,2022-08-12,1838.08,Zamanında Ödendi,0
P0000644,L000026,35,2022-09-11,1838.08,Zamanında Ödendi,0
P0000645,L000026,36,2022-10-11,1838.08,Zamanında Ödendi,0
P0000646,L000026,37,2022-11-10,1838.08,Zamanında Ödendi,0
P0000647,L000026,38,2022-12-10,1838.08,Zamanında Ödendi,0
P0000648,L000026,39,2023-01-09,1838.08,Zamanında Ödendi,0
P0000649,L000026,40,2023-02-08,1838.08,Zamanında Ödendi,0
P0000650,L000026,41,2023-03-10,1838.08,Zamanında Ödendi,0
P0000651,L000026,42,2023-04-09,1838.08,Zamanında Ödendi,0
P0000652,L000026,43,2023-05-09,1838.08,Zamanında Ödendi,0
P0000653,L000026,44,2023-06-08,1838.08,Zamanında Ödendi,0
P0000654,L000026,45,2023-07-08,1838.08,Zamanında Ödendi,0
P0000655,L000026,46,2023-08-07,1838.08,Zamanında Ödendi,0
P0000656,L000026,47,2023-09-06,1838.08,Zamanında Ödendi,0
P0000657,L000026,48,2023-10-06,1838.08,Zamanında Ödendi,0
P0000658,L000026,49,2023-11-05,1838.08,Zamanında Ödendi,0
P0000659,L000026,50,2023-12-05,1838.08,Zamanında Ödendi,0
P0000660,L000026,51,2024-01-04,1838.08,Zamanında Ödendi,0
P0000661,L000026,52,2024-02-03,1838.08,Zamanında Ödendi,0
P0000662,L000026,53,2024-03-04,1838.08,Zamanında Ödendi,0
P0000663,L000026,54,2024-04-03,1838.08,Zamanında Ödendi,0
P0000664,L000026,55,2024-05-03,1838.08,Zamanında Ödendi,0
P0000665,L000026,56,2024-06-02,1838.08,Zamanında Ödendi,0
P0000666,L000026,57,2024-07-02,1838.08,Zamanında Ödendi,0
P0000667,L000026,58,2024-08-01,1838.08,Zamanında Ödendi,0
P0000668,L000026,59,2024-08-31,1838.08,Zamanında Ödendi,0
P0000669,L000026,60,2024-09-30,1838.08,Zamanında Ödendi,0
P0000670,L000026,61,2024-10-30,1838.08,Zamanında Ödendi,0
P0000671,L000026,62,2024-11-29,1838.08,Zamanında Ödendi,0
P0000672,L000026,63,2024-12-29,1838.08,Zamanında Ödendi,0
P0000673,L000026,64,2025-01-28,1838.08,Zamanında Ödendi,0
P0000674,L000026,65,2025-02-27,1838.08,Zamanında Ödendi,0
P0000675,L000026,66,2025-03-29,1838.08,Zamanında Ödendi,0
P0000676,L000026,67,2025-04-28,1838.08,Zamanında Ödendi,0
P0000677,L000026,68,2025-05-28,1838.08,Zamanında Ödendi,0
P0000678,L000026,69,2025-06-27,1838.08,Zamanında Ödendi,0
P0000679,L000026,70,2025-07-27,1838.08,Zamanında Ödendi,0
P0000680,L000026,71,2025-08-26,1838.08,Zamanında Ödendi,0
P0000681,L000026,72,2025-09-25,1838.08,Zamanında Ödendi,0
P0000682,L000026,73,2025-10-25,1838.08,Zamanında Ödendi,0
P0000683,L000026,74,2025-11-24,1838.08,Zamanında Ödendi,0
P0000684,L000026,75,2025-12-24,1838.08,Zamanında Ödendi,0
P0000685,L000026,76,2026-01-23,1838.08,Zamanında Ödendi,0
P0000686,L000026,77,2026-02-22,1838.08,Zamanında Ödendi,0
P0000687,L000026,78,2026-03-24,1838.08,Zamanında Ödendi,0
P0000688,L000026,79,2026-04-23,1838.08,Zamanında Ödendi,0
P0000689,L000026,80,2026-05-23,1838.08,Zamanında Ödendi,0
P0000690,L000026,81,2026-06-22,1838.08,Zamanında Ödendi,0
P0000691,L000026,82,2026-07-22,1838.08,Zamanında Ödendi,0
P0000692,L000026,83,2026-08-21,1838.08,Zamanında Ödendi,0
P0000693,L000027,1,2026-08-14,641.8,Zamanında Ödendi,0
P0000694,L000028,1,2022-07-26,12942.74,Zamanında Ödendi,0
P0000695,L000028,2,2022-08-25,12942.74,Zamanında Ödendi,0
P0000696,L000028,3,2022-09-24,12942.74,Zamanında Ödendi,0
P0000697,L000028,4,2022-10-24,12942.74,Zamanında Ödendi,0
P0000698,L000028,5,2022-11-23,12942.74,Zamanında Ödendi,0
P0000699,L000028,6,2022-12-23,12942.74,Zamanında Ödendi,0
P0000700,L000028,7,2023-01-22,12942.74,Zamanında Ödendi,0
P0000701,L000028,8,2023-02-21,12942.74,Zamanında Ödendi,0
P0000702,L000028,9,2023-03-23,12942.74,Zamanında Ödendi,0
P0000703,L000028,10,2023-04-22,12942.74,Zamanında Ödendi,0
P0000704,L000028,11,2023-05-22,12942.74,Zamanında Ödendi,0
P0000705,L000028,12,2023-06-21,12942.74,Zamanında Ödendi,0
P0000706,L000029,1,2025-01-03,833.36,Zamanında Ödendi,0
P0000707,L000029,2,2025-02-02,833.36,Zamanında Ödendi,0
P0000708,L000029,3,2025-03-04,833.36,Zamanında Ödendi,0
P0000709,L000029,4,2025-04-03,833.36,Zamanında Ödendi,0
P0000710,L000029,5,2025-05-03,833.36,Zamanında Ödendi,0
P0000711,L000029,6,2025-06-02,833.36,Zamanında Ödendi,0
P0000712,L000029,7,2025-07-02,833.36,Zamanında Ödendi,0
P0000713,L000029,8,2025-08-01,833.36,Zamanında Ödendi,0
P0000714,L000029,9,2025-08-31,833.36,Zamanında Ödendi,0
P0000715,L000029,10,2025-09-30,833.36,Zamanında Ödendi,0
P0000716,L000029,11,2025-10-30,833.36,Zamanında Ödendi,0
P0000717,L000029,12,2025-11-29,833.36,Zamanında Ödendi,0
P0000718,L000029,13,2025-12-29,833.36,Zamanında Ödendi,0
P0000719,L000029,14,2026-01-28,833.36,Zamanında Ödendi,0
P0000720,L000029,15,2026-02-27,833.36,Zamanında Ödendi,0
P0000721,L000029,16,2026-03-29,833.36,Zamanında Ödendi,0
P0000722,L000029,17,2026-04-28,833.36,Zamanında Ödendi,0
P0000723,L000029,18,2026-05-28,833.36,Zamanında Ödendi,0
P0000724,L000029,19,2026-06-27,833.36,Zamanında Ödendi,0
P0000725,L000029,20,2026-07-27,833.36,Zamanında Ödendi,0
P0000726,L000029,21,2026-08-26,833.36,Zamanında Ödendi,0
P0000727,L000030,1,2021-06-16,2487.15,Zamanında Ödendi,0
P0000728,L000030,2,2021-07-16,2487.15,Zamanında Ödendi,0
P0000729,L000030,3,2021-08-15,2487.15,Zamanında Ödendi,0
P0000730,L000030,4,2021-09-14,2487.15,Zamanında Ödendi,0
P0000731,L000030,5,2021-10-14,2487.15,Zamanında Ödendi,0
P0000732,L000030,6,2021-11-13,2487.15,Zamanında Ödendi,0
P0000733,L000030,7,2021-12-13,2487.15,Zamanında Ödendi,0
P0000734,L000030,8,2022-01-12,2487.15,Zamanında Ödendi,0
P0000735,L000030,9,2022-02-11,2487.15,Zamanında Ödendi,0
P0000736,L000030,10,2022-03-13,2487.15,Zamanında Ödendi,0
P0000737,L000030,11,2022-04-12,2487.15,Zamanında Ödendi,0
P0000738,L000030,12,2022-05-12,2487.15,Zamanında Ödendi,0
P0000739,L000030,13,2022-06-11,2487.15,Zamanında Ödendi,0
P0000740,L000030,14,2022-07-11,2487.15,Zamanında Ödendi,0
P0000741,L000030,15,2022-08-10,2487.15,Zamanında Ödendi,0
P0000742,L000030,16,2022-09-09,2487.15,Zamanında Ödendi,0
P0000743,L000030,17,2022-10-09,2487.15,Zamanında Ödendi,0
P0000744,L000030,18,2022-11-08,2487.15,Zamanında Ödendi,0
P0000745,L000030,19,2022-12-08,2487.15,Zamanında Ödendi,0
P0000746,L000030,20,2023-01-07,2487.15,Zamanında Ödendi,0
P0000747,L000030,21,2023-02-06,2487.15,Gecikmeli Ödendi,3
P0000748,L000030,22,2023-03-08,2487.15,Zamanında Ödendi,0
P0000749,L000030,23,2023-04-07,2487.15,Zamanında Ödendi,0
P0000750,L000030,24,2023-05-07,2487.15,Zamanında Ödendi,0
P0000751,L000031,1,2025-03-27,1480.4,Zamanında Ödendi,0
P0000752,L000031,2,2025-04-26,1480.4,Zamanında Ödendi,0
P0000753,L000031,3,2025-05-26,1480.4,Zamanında Ödendi,0
P0000754,L000031,4,2025-06-25,1480.4,Zamanında Ödendi,0
P0000755,L000031,5,2025-07-25,1480.4,Zamanında Ödendi,0
P0000756,L000031,6,2025-08-24,1480.4,Zamanında Ödendi,0
P0000757,L000031,7,2025-09-23,1480.4,Zamanında Ödendi,0
